Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Date
1:20 AM,31 °F,16 °F,80 %,NNW,10 mph,0 mph,29.91 in,0.2 in,Heavy Snow Shower,2022-01-01
