Ajatempel (UTC),Soome,Läti,Venemaa(Leningrad),Venemaa(Pihkva),Tarbimine,Tootmine,Planeeritud tarbimine,Planeeritud tootmine,Planeeritud kaod,Sagedus,Tuuleparkide toodang,Tuuleparkide toodangu prognoos - bilansihaldurid,Tuuleparkide toodangu prognoos - süsteemioperaator,Päikeseenergia toodang,Päikeseenergia toodangu prognoos - bilansihaldurid,Päikeseenergia toodangu prognoos - süsteemioperaator
2021-12-31 21:00:00,-11472.699999999999,2379.0000000000005,3403.4,-227.79999999999998,917.2,425.0,972.5,475.3,52.0,50.00666666666666,16.4,14.2,21.008,0.0,0.1,0.0
